,content
568,Join @AgeAction  @ISS21UCC next week to hear about this #engaged #research that is involving older people in research and supporting ageing in place in rural Ireland. Info and registration here: https://t.co/J1EX5PHyxA @UCCAppSoc  #CommunityWeek @UCC https://t.co/7XNcB35wAy
569,"Employers, put age into your equality, diversity &amp; inclusion strategy..and other key actions to recruit older workers. Good work, @Ageing_Better ( pun intended!). @AgeAction @Age_Opp https://t.co/JIED8CWlIw"
570,"[Event Sponsorship] IMS was delighted to sponsor this event yesterday for the culmination of the @AgeAction BIG Corporate Challenge!  

Looking to host an upcoming event virtually? Get in touch &gt;&gt; https://t.co/Uj6BJkL4rC

#IMS #AgeActionBigCorporateChallenge #2021 #AgeAction https://t.co/dnP2iEvq5g"
571,@corkcitycouncil @CorkSports @CorkTrainingCtr @DeptRCD @CorkKerryCH @CorkHealthyCity @corklearning @CK_HWBCR @ALONE_IRELAND @AgeAction @CorkETB https://t.co/wIMnmvpRtK
572,"Missed the Irish Cancer Prevention Networks Webinar: Ageing Well: How to reduce your cancer risk webinar? You can watch it back here https://t.co/x5k3lTArwg
 #ICPN  @MarieKeating @IrishCancerSoc @BreakthroCancer @ISFcharity @AgeAction"
573,"Congrats to @Ervia_Official , which yesterday won the first-ever Age Action BIG Corporate Challenge! Through six months of intergenerational fundraisers, their team raised over €14,000 for Age Action while deepening their own connection with our work. 
https://t.co/dGwEnf8kvY https://t.co/3b1G2qx1WR"
574,"For more information, contact Nicola at 01-475 6989
All our vacancies are advertised on https://t.co/FatcNAlymN 

Community Employment is a training and work experience programme, and we're looking for van drivers, admin assistants, and a general assistant! https://t.co/sMvZSmgr2B"
575,"Last Friday, some great fun was had to celebrate International Day of Older Persons in our #dlrCommunity 😊

From tea parties to music, and dance to storytelling, thank you to all involved 🥳

#IDOP2021 @Lettiemccarthy @DLR_Libraries @AgeFriendlyIrl @AgeAction @Age_Opp @SSP_DLR https://t.co/ZDJEGAs4Rm"
576,"Last Friday, some great fun was had to celebrate International Day of Older Persons in our #dlrCommunity 😊

From tea parties to music, and dance to storytelling, thank you to all involved 🥳

#IDOP2021 @Lettiemccarthy @DLR_Libraries @AgeFriendlyIrl @AgeAction @Age_Opp @SSP_DLR https://t.co/9dBftESe8U"
577,"Last Friday, some great fun was had to celebrate International Day of Older Persons in our #dlrCommunity 😊

From tea parties to music, and dance to storytelling, thank you to all involved 🥳

#IDOP2021 @Lettiemccarthy @DLR_Libraries @AgeFriendlyIrl @AgeAction @Age_Opp @SSP_DLR https://t.co/Xku6LbmuzU"
578,"Agreed. We've been calling for a Commissioner for Ageing and Older Persons since before #Election2020.
Ireland can and should do better.
PG. 9 of our #Budget2022 submission
https://t.co/NBLaRyOuEc

#AgeEquality https://t.co/O4vLKdAmwr https://t.co/rqsP0lPpdA"
579,I hope @savoydublin will give him a complimentary ticket. Terrible to ostracise an octogenarian @AgeAction https://t.co/K1InncQmKY
580,Another great blog @AgeAction @WeHSCPs https://t.co/4wGGO1qlZI
581,@imccinemas disgraceful @ALONE_IRELAND @AgeAction @AgeActAlliance https://t.co/gqN2TfAYUS
582,The pandemic +the multiple infringements of #olderpersons #humanrights has created even greater urgency for the creation of a Convention for the Rights of Older Persons+ Commissioner for Older Persons in all jurisdictions @DrDMacaskill @AgeAction @AgeFriendlydlr @ALONE_IRELAND https://t.co/cQVq1sKCUM
583,"@IIMusicSong @DarraghOBrienTD @AgeAction @Fingalcoco @AgeFingal Close your eyes, a beep, an alarm - 4-year-old girl crushed to death under a mica gable wall. Close your eyes again and breath as you see your political career evaporate before you get out of bed. You will pay the price for Benson and his desire to climb the ranks.#micaredress"
584,@IIMusicSong @DarraghOBrienTD @AgeAction @Fingalcoco @AgeFingal How lovely! Did anyone ever think of adding carers to the frontline discussion? Carers shouldering billions of euros worth of care in the house. Hello? Anyone think of them?
585,@StJohnsTheatre @AgeAction @Listowel_ie @CentreListowel @artscouncil_ie @KerryCoArts LOVE this 🥰
586,@avrilbdaly @AgeAction @ActionRetina @Retina_Int The good news is that 35% of over 65s are very much online and there are digital hubs through out the country who are supported by the Dept of Rural &amp; Community Affairs who should be able to support the 65% #dayforolderpersons
587,"@modohertympsi1 totally agree @modohertympsi1 - age friendly design and  serves all of us.#AgeEquality is #Equality for All

#IDOP2021"
588,"@AgeAction Over 65s, not on line, miss out on potential home utility, cheaper exclusive, online deals.This is even more important now with rising energy costs."
589,@MartinaCollend1 @StanPhillips20 @AgeAction @ALONE_IRELAND @FriendsElderly 💗💗
590,@BPhillipsWriter @StanPhillips20 @AgeAction @ALONE_IRELAND @FriendsElderly No worries girl!!!
591,@MartinaCollend1 @StanPhillips20 @AgeAction @ALONE_IRELAND @FriendsElderly Thanks a million for retweet Martina 💗
592,"Read our full report here https://t.co/NwZDBfKoKZ
#AgeEquality #DigitalInclusion #IDOP2021 #PositiveAgeingWeek https://t.co/VatfoPZMEW"
593,"Digital first should not mean digital only 
 @natpolicy and Anne Greenan, a member of Age Action, talked to @sharonmlynch for @rtenews about the need for better investment by Government in #digitalinclusion 
#IDOP2021 
Watch back https://t.co/4DRZyji07p https://t.co/jbmMC4JC9X"
594,@AgeAction  watchimg  the news maybe you hook up with @CoderDojo to help older with digital skills.
595,"@AgeAction @SeanMoynihan_ Not just older people, its getting more cumbersome to do business online with companies making accessing bills more difficult with numerous passwords,
codes, etc."
596,"@GalwayCycling @oranmore @galwayad @GalwayCityCo @GalwayUrban @AgeFriendlyIrl @age_cycling @FrancisFinucane @colmpbyrne @AgeAction @Age_Matters @mayorofgalway @icsg_nuig @HealthyGalway @HealthyGalwayCo more affordable ebikes &amp; improved road safety infrastructure could enable some older citizens to participate in gentle cardio exercise, coffee-cycle-cake meet ups, improve overall well-being and quality of life"
597,@tilda_tcd @SiobhanScar @roinnslainte @hrbireland @IrishLife @atlantic @AgeAction Yet the Banks leave them vulnerable to having to disclose their details to family or others to do online banking    Banks are no longer ‘friends’ of the elderly unless of course it is to portray them in TV ads moving into children’s home
598,"To mark #IDOP2021, find time this weekend to connect with an older family member, friend or neighbour and let them know how much you appreciate their contribution to family and community @AgeAction @AgeFriendlyIrl @dlrcc  #PositiveAgeingWeek2021 https://t.co/pYrJ0fWFIU"
599,@AgeAction We're on it!  Great interview on the @RTENewsAtOne  and we had this discussion at tea today to see how our group were getting on with being online etc and if we could help them in any way.
600,"👏👏👏👏👏👏 Looks like so much fun.
Looking forward to the show!

#AgeEquality #ReframingAgeing #PositiveAgeingWeek https://t.co/PBSrVkf90R"
601,"Happy International Older Person's Day, October 1st.

#carolinehylandillustrations 
@AgeFriendlydlr
@AgeTipperary
@Age_Opp
@AgeAction
@age_uk
@agefriendlydcu
@AgeingBetter
@AgeFriendlyIrl
@AgeFriendlyDCC
@ThirdAgeIreland
@AgeFingal https://t.co/bkB5Ncebdv"
602,"@ailbhes Thank you @ailbhes for your work to support us.

#AgeEquality #ReframeAgeing"
603,"@DubLoony @natpolicy Exactly @DubLoony digital first should not mean digital only.
#DigitalEquityforAll #AgeEquality"
604,"You are never too old to learn something new! #Dunmanway Library has a display of musical instruments that you can borrow from any Cork County library for free! 🎹🎻🎸 
#UnderstandTogether #AgeFriendly #PositiveAgeingWeek2021 #PAW2021 @Corkcoco @AgeAction @LibrariesIre @Dunmanway https://t.co/8rpQ9F2KYq"
605,Gorgeous morning in the church with this fabulous group of Active Over 55s on #positiveageingireland @AgeAction International Celebration of Older Persons. We are going to make it a regular meet up. @Listowel_ie @CentreListowel @artscouncil_ie @KerryCoArts https://t.co/kdUpUOeekR
606,"@GalwayCycling @oranmore @galwayad @GalwayCityCo @GalwayUrban @AgeFriendlyIrl @FrancisFinucane @colmpbyrne @AgeAction @Age_Matters @mayorofgalway @icsg_nuig @HealthyGalway @HealthyGalwayCo And, hopefully, soon, @GalwayCityCo will buy some @age_cycling trishaws to add to this! Like @dlrSportsTeam and @Fingalcoco have done. https://t.co/5ay8XHj9Q9"
607,"@natpolicy @AgeAction Aside from websites, health services can't assume that everyone has a smart phone. eHealth apps have their place, but not everyone has a device to use them. If the answer is an app, then an alternative solution has to be put in place via a phone calls."
608,"@natpolicy @AgeAction Older people should not feel like they have somehow failed in the digital world.
User skills are one thing to be tackled on individual level, making design WCAG compliant puts the onus on systems design, especially at government level that can be a policy campaign."
609,"@natpolicy @AgeAction All that said, one of the best sites is Social Protection. Easy to navigate, clear, legible.
 https://t.co/loClT4AZFI"
610,"@natpolicy @AgeAction The worst site is PRAI - it's a mess. Poor layout, difficult to navigate, literally copies &amp; pastes legislation into the site. Very difficult to find out basic information.
https://t.co/ZtzYkCopqe"
611,"@natpolicy @AgeAction Another example from Revenue on LPT payment.
The colours used to indicate value range are very low contrast. It's difficult to made out what shade to pick. If WCAG standards were applied, high contrast would have been designed into the site. https://t.co/O06EXNfcH3"
612,"@natpolicy @AgeAction An example from the Motor Tax office.
This message may be technically correct but utterly useless in telling someone what needs to be done. After payment failure &amp; calling the bank, it turns out that a bank account just needed an email associated with it. https://t.co/xe4IfRlJzH"
613,@TCDGerontology @TrinityMed1 @tcddublin @irishgerontsoc @SageAdvocacy @AgeAction
614,"@natpolicy @AgeAction During the lockdown, older people were plunged into a digital life that wasn't designed for them. In helping out some older people it was obvious many government websites are not designed properly.
WCAG Web Content Accessibility Guidelines here:
https://t.co/FKV31xhs2N"
615,"A terrific, full-on #PositiveAgeingWeek
We've well and truly broken out of that #cocoon and we're on the loose again! 

Thank you @AgeAction and everyone involved. https://t.co/G1XaBnT4cw"
616,"In @AgeAction's Budget proposals, we've called for a Communications Allowance to replace the old telephone allowance, to help people with the cost of digital devices and internet connections. https://t.co/mpuX07r27P"
617,"We've another great story for you this afternoon in celebration of Positive Ageing Week!
This story is called 'How to Babysit a Grandad', written by Jean Reagan &amp; read brilliantly by Edenderry's Honor. We hope you enjoy
https://t.co/RrCqskz7KZ
@offalycoco @AgeAction @LibrariesIre"
618,"Many older people find themselves unemployed and struggle to find the same kind of employment, but through later life learning and trying new things can find new and fulfilling work. It’s never too late to start again #PositiveAgingWeek2021 @ageaction https://t.co/Nk4DimOpdb"
619,"@natpolicy @AgeAction Give us older people free broadband that's wat ye can do 4 us publicans can provide their customers with free broadband why can broadband providers we are entitled to free tv licence and free travel but not money towards our free travel no good to oap,s unless they live in citys"
620,"Does it matter if older people are not online?

YES! 65% of people over the age of 65 don't have the skills or internet access to do all the things online that they are being pressured to do.

Digital First should not mean Digital Only

#IDOP2021 #DigitalInclusion #AgeEquality https://t.co/4BjjOUhRL5"
621,"👏👏👏
Lovely to see people coming together for #PositiveAgeingWeek https://t.co/Mh9Kpw8qfT"
622,"Tuath celebrated @AgeAction Positive Ageing Week by running afternoon tea events in 8 schemes around the country. Below are pics of just some of the events, including students from @griffithcollege working on the redecoration of a community hall in Dublin
@icsh_ie #positiveageing https://t.co/zVf6ktUzqv"
623,"Really important that everyone knows their rights so they can claim their rights.

Please share with people who are not online.

#IDOP2021 #AgeEquality https://t.co/Vvp8GqS9ZU"
624,"To acknowledge and celebrate Positive Ageing Week and the International Day of the Older Person, The Department of Nursing and Midwifery are delighted to launch our video of the MSc Nursing Older Person Programme. 
https://t.co/2TKwgBooAv
@AgeAction @UL https://t.co/gIiaP04iza"
625,Read our report https://t.co/NwZDBfKoKZ https://t.co/Ba8AmeC09J
626,"Digital first should not mean digital only

@cmclarke76 will be talking to @BryanNewsatOne on @RTENewsAtOne about digital exclusion of older people

Today is International Day of Older Persons which is calling for #DigitalEquityForAll

#IDWeek2021 #AgeEquality https://t.co/jRxMScaRpE"
627,"Ireland's equality laws ban discrimination and harassment on the age ground

Learn more about your rights, who can help and the remedies available https://t.co/Pr3xTeK3nU

#InternationalDayofOlderPersons #OlderPersonsDay 
@AgeAction @SageAdvocacy @DisabilityFed https://t.co/hHX0tFpbus"
628,"@AgeAction So, why is this material about digital exclusion published on a digital medium? (ageism includes assuming that everyone on a pension is digitally illiterate, including those retiring after 40 years working in IT)"
629,"Today is International Day of Older Persons calling on us all to;
 🔶Challenge negative stereotypes about older people 
 🔶Reframe how we feel, think and act about and older people. 
https://t.co/7aMeQapmt2

#IDOP2021 #ReframeAgeing #AgeEquality https://t.co/hTOLp38cG9"
630,"Today is International Day of Older Persons which closes out #PositiveAgeingWeek21. The hope for PAW21 was to challenge ageist stereotypes of older people - to reframe how we think, feel and act about ageing and older people.  #AgeEquality #AWorldForAllAges
@AgeAction https://t.co/llb7QcnIbd"
631,"We are thrilled to bring you a beautiful poem called 'The Listeners' by poet Walter Del La Mare.
Esther has a beautiful, soft voice for poetry that really helps to encapsulate the mood of the poem. We hope you enjoy!
https://t.co/s5poxVZKbh
@LibrariesIre @offalycoco @AgeAction"
632,'Digital first should not mean 'digital only' @natpolicy explains at our #digitalinclusion webinar for #IDOP2021 https://t.co/pdMF9a0MQD
633,"@RoisinDoherty19 makes the important point that literacy can be a factor driving digital exclusion of people.
#AdultLiteracyforLife Strategy is critical to supporting #digitalinclusion of all ages
#IDOP2021 #AgeEquality https://t.co/I6hLqle8Pq"
634,"‘Digital first not digital only’ is what I am also hearing from some of my PhD research participants👇
Excellent presentations by contributors to @AgeAction webinar this morning.
#UNIDOP2021 https://t.co/HxKopQroZr https://t.co/O8RTusM82v"
635,"Join us later this evening in @NutgroveSC to enjoy parlour songs on the big screen: 8pm-9pm Fri 01 Oct

Open to all but you must register as numbers are limited. To register, email: mwhite@dlrcoco.ie

See more at: https://t.co/8DBi6qOw5c

#UNIDOP2021 #dlrCommunity @AgeAction https://t.co/yrUoGwNdn9"
636,"Celebrating #InternationalDayofOlderPersons2021 today! Amazing events - and loads of amazing people! 
@AgeAction @AgeFriendlyIrl @DCUAFU @NWCI @NCCWN https://t.co/Mhy0Bzi6YM"
637,"@amielajoie explains how financial literacy and digital literacy collide in a person's life.

Access to financial services in the community is vitally important as @amielajoie highlights the impact of bank branch closures on people who are not online.

#IDOP2021 #AgeEquality https://t.co/2JEUNiJ9ZP"
638,"@natpolicy explains the extent of digital exclusion amongst older people in Ireland

#IDOP2021 #DigitalInclusion https://t.co/QVVjCEdwD2"
639,"Age is still the biggest indicator of who is digitally excluded.

We've started our webinar to talk about inequalities experienced by older people who experience digital exclusion.

#IDOP2021 #AgeEquality #digitalinclusion https://t.co/KdMzqUpmTM"
640,@NWCI @OrlaNWCI @PaveePoint @DW_Ireland @IrelandICA @ILMIreland @SIPTU @AgeAction @activeirl @ALONE_IRELAND @CareAllianceIrl @seniorsparl And unmarried women don’t get alimony or pension rights even if they covered all the childcare &amp; other caring duties while the other parent got to save for a pension on the back of that.
641,"Join us later this evening in @NutgroveSC to enjoy parlour songs on the big screen: 8pm-9pm Fri 01 Oct

Open to all but you must register as numbers are limited. To register, email: mwhite@dlrcoco.ie

See more at: https://t.co/mJQ3bvXUsz

#UNIDOP2021 #dlrCommunity @AgeAction https://t.co/OkeyHAzCR3"
642,"Join us later this evening in @NutgroveSC to enjoy parlour songs on the big screen: 8pm-9pm Fri 01 Oct

Open to all but you must register as numbers are limited. To register, email: mwhite@dlrcoco.ie

See more at: https://t.co/nVoCqybMNw

#UNIDOP2021 #dlrCommunity @AgeAction https://t.co/7g01qt7ouk"
643,"#Oralhealth is an essential part of healthy &amp; active ageing, it enhances quality of life &amp; maintains our confidence as we age #PositiveAgeingWeek @AgeAction @HsehealthW @slaintecare @RPCIreland @Age_Opp @ALONE_IRELAND @IrishSheds @IrelandICA @activeirl @HealthyIreland @tilda_tcd https://t.co/BpCll4hG7F"
644,"#IDOP2021 today recognises the equality and rights issues for people who experience digital exclusion. 
Read our policy brief on digital inclusion of older people https://t.co/DU9sTbSyWz
#PositiveAgeingWeek #AgeEquality https://t.co/Wc3DuY0nUM"
645,"Today, SJH is celebrating #OlderPersonsDay

Make sure to reach out to the #Elderly people in your community👵👴👩‍⚕️👨‍⚕️

@Age_Opp @AgeFriendlyIrl @AgeAction @ALONE_IRELAND @AgeSector https://t.co/ywMA0srPD7"
646,"If your group is interested in becoming a member of the Sligo Older Persons Council contact Geraldine Timlin on 071 911 4422 /087 175 1671/gtimlin@sligococo.ie
 #AgeFriendlySligo #OlderPersonsCouncil #AgeAction 
#InternationalDayofOlderPersons #AgeFriendlySligo 
@AgeFriendlyIrl https://t.co/0FuLgfBHsp"
647,"#IDOP2021 today recognises the equality and rights issues for people who experience digital exclusion. 
Read our policy brief on digital inclusion of older people https://t.co/DU9sTbSyWz
#PositiveAgeingWeek #AgeEquality https://t.co/n6ph3cEsQP"
648,@PaveePoint  @IrelandICA @CommunityFound @DW_Ireland @ILMIreland @SIPTU @AgeAction @activeirl
649,"Age is still the biggest indicator of who is digitally excluded
Join @RoisinDoherty19 @amielajoie @NiallCrowley_ @natpolicy
at 11am today to celebrate #IDOP2021 with a discussion on #digitalinclusion 
Find out how here  https://t.co/nStNAN4dcG
#IDOP2021 #PositiveAgeingWeek https://t.co/vmht5tRLC1"
650,"Join some amazing in-person events today for International Day of Older Persons! 😊

🔖 Storytelling in @dlrLexIcon at 2.30pm: https://t.co/aIb8VclRKS

💃Vintage Youth Dancing at various times around DLR!
https://t.co/3qhZekkiJk

#IDOP2021 #dlrCommunity @AgeAction @DLR_Libraries https://t.co/XzBHHZDaJj"
651,"Join some amazing in-person events today for International Day of Older Persons! 😊

🔖 Storytelling in @dlrLexIcon at 2.30pm: https://t.co/SUdxYZ0dz9

Vintage Youth Dancing at various times around DLR!
https://t.co/kj08cXFUPe

#IDOP2021 #dlrCommunity @AgeAction @DLR_Libraries https://t.co/zvH8517UTr"
652,"Join some amazing in-person events today for International Day of Older Persons! 😊

🔖 Storytelling in @dlrLexIcon at 2.30pm: https://t.co/XF5qCmlFKi

💃Vintage Youth Dancing at various times around DLR!
https://t.co/yNY4souiFo

#IDOP2021 #dlrCommunity @AgeAction @DLR_Libraries"
653,I’m looking forward to discussing digital inclusion and exclusion of older people @AgeAction’s webinar at 11:00 today. And what we can do about it. Tune in… https://t.co/lpCxIS2Otl
654,"Today on International Day of Older Persons we are called on to reframe how we view ageing and challenge negative stereotypes . Well done @AgeAction highlighting important messages for our time.
#IDOP2021 https://t.co/zXqEYldw80"
655,@HSELive @AgeFriendlyIrl @AgeAction @Age_and_Ageing @roinnslainte @chiefnurseIRE @RCPI_news @RCSI_Irl @UCDHealthSystem @IADNAM1 @WeHSCPs @INMO_IRL https://t.co/epGp2H5xu0
656,"Today is International Day of Older Persons calling on us all to;
  🟠Challenge negative stereotypes about older 
          people 
   🟠Reframe how we feel, think and act about ageing 
          and older people. 
https://t.co/FDADqGJijD

#IDOP2021 #ReframeAgeing #AgeEquality https://t.co/WPxQyLMwSu"
657,"Today is International Day of Older Persons.
Age is still the biggest indicator of who is digitally excluded
https://t.co/Z9HBoYbyOR
#IDOP2021 
#AgeEquality
#ReframeAgeing
#PositiveAgeingWeek https://t.co/f4QvnxlnpO"
658,"A beautiful start to this day marking the UN International Day of Older Persons 2021. Counting down to noon for Prof Mark Browne's @mbrownz @NIDL_DCU presentation on ""The challenge of Digital Equity - an age inclusive approach"". https://t.co/MdYF9Noq3J @DCU @NIDL_DCU  @AgeAction"
659,Ageism ends now with your support https://t.co/fUy5sFHHm2 #OlderPeoplesDay @ALONE_IRELAND @Age_Opp @AgeAction @AgeSector @NWCI @ChildRightsIRL @PhilanthropyIE https://t.co/S8P2uuvc4c
660,"Join us this morning at 10am in @IIMusicSong Balbriggan for Positive Ageing Week! There will be refreshments, entertainment and an opportunity to reconnect with your locality. Please book in advance. 

@AgeFriendlyIrl @agefriendlydcu @AgeAction @ThirdAgeIreland @age_cycling https://t.co/x7Q5HMFkMD"
661,1.10.21 #InternationalDayofOlderPersons 2021 Theme: Digital Equity for All Ages &amp; esp VIP during #COVID19 https://t.co/eCMdasfHmP #COVID19Ireland @Concern @bercrawford @SageAdvocacy @AgeAction @olderireland @AgeAction @women4election @ALONE_IRELAND @NursingHomesIre @MaryButlerTD
662,A biteen of damhsa ar maidin! @AgeAction #PositiveAgeingWeek2021 https://t.co/4Ih4hRqsC8
663,@agefriendlydcu @NIDL_DCU @DCU @EDIatDCU @UNandAgeing @UN4Ageing @AgeAction I’m very much looking forward to talking with participants about the issue of digital equity from the perspective of a more age-inclusive approach
664,"@DenisNaughten @RevenueIE @SOLASFET @AgeAction @AgeSector @Regional_Grp Denis, there is another letter with a form to fill in, presumably for those who didn't use the online system when they registered originally."
665,"We are thrilled to bring you a beautiful poem called 'The Listeners' by poet Walter Del La Mare. Esther has a beautiful, soft voice for poetry that really helps to encapsulate the mood of the poem. Enjoy!
https://t.co/RrHDBlJqz4
@LibrariesIre @offalycoco @AgeAction #PAW"
666,"thanks to @hseNCCP for organising such an important discussion for #PositiveAgeingWeek

#ReframingAgeing
#AgeEquality https://t.co/xHxqRW7E7G"
667,"Over 60% of people over the age of 65 experience digital exclusion.
On #IDOP2021 join @RoisinDoherty19 @amielajoie @NiallCrowley_ @natpolicy to talk about how we can improve digital inclusion of older people.
Register: email paw@ageaction.ie 
#ReframingAgeing
#AgeEquality https://t.co/tICQfn09Cd"
668,@agefriendlydcu @mbrownz @NIDL_DCU @DCU @UNandAgeing @UN4Ageing @AgeAction We're looking forward to it! 👏
669,"This is Age Action Positive Aging Week.  Do you know that Sligo is an Age Friendly County?  If you would like to become involved in Age Friendly Sligo please contact Geraldine Timlin on 071 9114422 /0871751671/gtimlin@sligococo.ie 
#AgeFriendlySligo #AgeAction
@AgeFriendlyIrl https://t.co/Bxqd2ffZvr"
670,"Tomorrow we mark the UN International Day of Older Persons with a presentation from Prof. Mark Browne @mbrownz @NIDL_DCU ""The Challenge of Digital Equity - an age-inclusive approach"", register now: https://t.co/3LwV0gkqQH @DCU @EDIatDCU @UNandAgeing @UN4Ageing @AgeAction"
671,Positive Ageing Week Day 4 Cultural  https://t.co/IgTucmLLNc @TippLib @tippishealthy @HSECommHealth1 @CommHealthMW @AgeAction
672,@AgeAction We need to keep our brains and bodies active in every way possible and Active Aging Week is only a marker for the start of active habits. As a Positive Ageing Coach call me today for help in taking that first step. 0872532675 https://t.co/whgeZt1gE2
673,@IrishHospice @AgeAction We need to keep our brains and bodies active in every way possible and Active Aging Week is only a marker for the start of active habits. As a Positive Ageing Coach call me today for help in taking that first step. 0872532675 https://t.co/whgeZt1gE2
674,@tuathhousing @AgeAction We need to keep our brains and bodies active in every way possible and Active Aging Week is only a marker for the start of active habits. As a Positive Ageing Coach call me today for help in taking that first step. 0872532675 https://t.co/whgeZt1gE2
675,"Join us in @NutgroveSC to enjoy parlour songs on the big screen: 8pm-9pm Fri 01 Oct

Open to all but you must register as numbers are limited. To register, email: mwhite@dlrcoco.ie

See more at: https://t.co/mJQ3bwfvR9

#UNIDOP2021 #dlrCommunity @AgeAction @ALONE_IRELAND @Age_Opp https://t.co/n7vBTRfKHw"
676,"Join us in @NutgroveSC to enjoy parlour songs on the big screen: 8pm-9pm Fri 01 Oct

Open to all but must register as numbers are limited. To register email: mwhite@dlrcoco.ie

See more at: https://t.co/8DBi6r67tM

#UNIDOP2021 #dlrCommunity @AgeAction @AgeFriendlyIrl #Nutgrove https://t.co/xet8aVmd3o"
677,"Join us in @NutgroveSC to enjoy parlour songs on the big screen: 8pm-9pm Fri 01 Oct

Open to all but you must register as numbers are limited. To register, email: mwhite@dlrcoco.ie

See more at: https://t.co/nVoCqytnF4

#UNIDOP2021 #dlrCommunity @AgeAction @ALONE_IRELAND @Age_Opp https://t.co/gG5Ih4tNzQ"
678,"Over 60% of people over the age of 65 experience digital exclusion in Ireland.

Join  @RoisinDoherty19 @amielajoie @NiallCrowley_ and 
@natpolicy to talk about how we can improve digital inclusion of older people.
Register: email paw@ageaction.ie 
#ReframingAgeing
#AgeEquality https://t.co/aNe4DMIVSu"
679,"As it is #PositiveAgingWeek we a want to bring attention to @AgeAction an INOU member organisation who supports and advocates for equality and human rights for all older people. To learn more, visit their website: https://t.co/wjOVX8Ap6U https://t.co/nJInsDhbSs"
680,"Looking forward to this @AgeAction event tomorrow morning as part of #PositiveAgeingWeek. TASC Senior Researcher @amielajoie will be presenting on the ways financial exclusion and digital exclusion often go hand in hand. 

#ReframingAgeing #AgeEquality https://t.co/DcLpZ9fjiw"
681,"Join @RosemountFRC for a Holistic Wellness Morning with music &amp; refreshments - Fri 01 Oct 11am-1pm for International Day of Older Persons

In-person event for anyone age 55+. To register, see: https://t.co/CTuSxEUptC

#IDOP2021 #dlrCommunity @AgeAction @RosemountRes @DundrumTC https://t.co/Ve0qc4IJ1X"
682,"Join @RosemountFRC for a Holistic Wellness Morning with music &amp; refreshments - Fri 01 Oct 11am-1pm for International Day of Older Persons

In-person event for anyone age 55+. To register, see: https://t.co/OidMPYcMZN

#IDOP2021 #dlrCommunity @AgeAction @RosemountRes @DundrumTC https://t.co/zTTGtmGxTk"
683,"Join @RosemountFRC for a Holistic Wellness Morning with music &amp; refreshments - Fri 01 Oct 11am-1pm for International Day of Older Persons

In-person event for anyone age 55+. To register, see: https://t.co/0nXlbvYKJz

#IDOP2021 #dlrCommunity @AgeAction @RosemountRes @DundrumTC https://t.co/YMR0ASX38y"
684,@ALONE_IRELAND @Aware @CarersIreland @TrainingGrow @HCC_Irl @IrishHospiceFR @AgeAction @ThirdAgeIreland @hci_care https://t.co/GSnNjRyGtN
685,"No such thing as a free lunch?🍜

There is tomorrow for women over 55! Celebrate with @NCCWN SWAN Loughlinstown 12:30-14:30 with a FREE #vintage themed garden lunch 🎶🎻

Contact Sandra 0861744863 /sandrawalshswan@gmail.com to book

https://t.co/o8BnxeYZBB

#IDOP2021 @AgeAction https://t.co/Y3eOGmUbdN"
686,"No such thing as a free lunch?🍜

There is tomorrow for women over 55! Celebrate with @NCCWN SWAN Loughlinstown 12:30-14:30 with a FREE #vintage themed garden lunch 🎶🎻

Contact Sandra 0861744863 /sandrawalshswan@gmail.com to book

https://t.co/e14RacTMsj

#IDOP2021 @AgeAction https://t.co/5o4KfGC64T"
687,"No such thing as a free lunch?🍜

There is tomorrow for women 55+! Celebrate with @NCCWN SWAN Loughlinstown 12:30-14:30 &amp; a FREE #vintage themed garden lunch🎶

Contact Sandra 0861744863 /sandrawalshswan@gmail.com to book

https://t.co/ZhVkdAVrRE

#IDOP2021 #UNIDOP2021 @AgeAction https://t.co/soykzWE2JM"
688,Really looking forward to this fantastic #ICPN event today! @hseNCCP @AgeAction https://t.co/Akvu5s9EIm
689,It beggars belief that Government accepts half population are without basic digital skills yet @RevenueIE demanding people only use an online interactive property valuation guide for LPT!  see more at:https://t.co/LeTxNaqB6a @SOLASFET @AgeAction @AgeSector @Regional_Grp
690,"TOMORROW is International Day of Older Persons (Fri 1 Oct) - the theme is: ‘Digital Equity for all Ages’💻

All events are free - online &amp; some in-person! See further info about events at: 
https://t.co/TBDbSFHkOJ

#UNDIOP2021 #IDOP2021 #dlrCommunity @AgeAction @DLR_Libraries https://t.co/52usRaQaOc"
691,"Join us tomorrow at 10am in @IIMusicSong Balbriggan for Positive Ageing Week! There will be refreshments, entertainment and an opportunity to reconnect with your locality. See below for booking details. 

@AgeFriendlyIrl @agefriendlydcu @AgeAction @ThirdAgeIreland @age_cycling https://t.co/UdwbbxesS8"
692,"Still time to register for this afternoons presentation ""Fostering Resilience through Positive Ageing"" Helena Ahern at 3.30pm https://t.co/3LwV0gkqQH
@EDIatDCU @DCU @AgeAction"
693,"Over 60% of people over the age of 65 experience digital exclusion in Ireland.

Join  @RoisinDoherty19 @amielajoie @NiallCrowley_ and 
@natpolicy to talk about how we can improve digital inclusion of older people.
Register: email paw@ageaction.ie 
#ReframingAgeing
#AgeEquality https://t.co/lK9372Ubwj"
