,content
11009,"Develop best practices for high performing teams in our Performance Management program, coming up on Nov 1-4, 2021 (1-4pm ET). More info and register: https://t.co/jwxcAKhWxo
#lifelonglearning 
#performancemanagement https://t.co/jMSjCm47Ee"
11010,"Fantastic @cpdme event by @jasonrawles from @AspireLeaderAca @AspireAdventur1 about #leadership #values

Highly recommend #CPDme

#cpd #lifelonglearning #webinar #learningneverstops https://t.co/UFqeYtdBB3"
11011,"We've all been in trial-and-error mode with video calls as ""the new normal"", What are some video call errors you've seen (or had yourself) that made you laugh? 😳

https://t.co/mMLeOMesLM
#lifelonglearning https://t.co/v5g24fHa5U"
11012,"Você tem pouco poder de negociação com fornecedores?

https://t.co/ShGnANEmza

#Empreendedorismo #Negociação #Gestão #LifeLongLearning https://t.co/80lJCDDffR"
11013,"Two new books I can’t wait to dig into for my master’s project @OCADU_SFI, and personal interest #lifelonglearning #indigenous #systemsthinking https://t.co/2T2DkPMnHA"
11014,"Your Management 101 course is here! 💫 Boost your understanding of the fundamentals of management and what role it plays in an organization's efforts to achieve its goals. Register here,➡️ https://t.co/jyX5oeFMm1 All courses &amp; certificates are free! #LifelongLearning #SDG4 https://t.co/JKdp3GjVf1"
11015,Lifelong learning is a life skill. How can we support K-12 #students discover their motivations for learning as well as their most effective practices? https://t.co/dgQG2l9jXk @UTPublicEd #LifeLongLearning #EdChat #UTed
11016,"#Reframe that shit! You don’t abandon hobbies, you find more new things to learn. #KnowledgeIsPower, right? #LifelongLearning #ADHDAwareness #ADHDAcceptance #ADDAF https://t.co/7L38nzBq4M"
11017,"People lacking perspective in dealing with their closest confidantes likely treat every relationship as a transaction. Surround yourself with people of value and who value your ideas.

#lifehacks #newarknj #economicjustice #lifelonglearning #onlinecourse #businessmanagement https://t.co/NH43XV6310"
11018,"My Colleagues from @GuernseyCollege and I are at @GGSSFC to explain the wealth of post 16 options to students, parents and guardians #lifelonglearning @TheGsyInstitute https://t.co/sBcddL2aDV"
11019,Can't wait to teach my first professional development course of the year today @NBTECC. #NBTPreschoolStrong #LifelongLearning #TheNewNBTECC #MeaningfulPD #ShareOurStory #PisForPositive https://t.co/NtDTvyc8KX
11020,"@MorePerfectUS It’s time for a larger discussion on this age of automation we are in.  When you consider that AI is the “electricity” changing everything around us… perhaps its time to get the discussion started on #UBI, #TechnicalUnemployment &amp; #LifelongLearning"
11021,"@GMA @TerryMoran Automation &amp; the 4th Industrial Revolution coming in hot… lets discuss and force some preparation for this age of automation.

#UBI #TechnicalUnemployment #AIForAll #LifelongLearning

https://t.co/PVnUlQdnD1"
11022,"@jamieson @UAW Lots to talk about around automation in this discussion. The 4th Industrial Revolution is heating up and the we have not heard a strong plan for how we get through the technical unemployment cycle.

Cheers

#lifelonglearning #BasicIncome #AIforGood #AiForBusiness #DataLiteracy https://t.co/x39hju2CPS"
11023,"@AOC @IATSE @UAW @BCTGM I highly recommend folks take the time to review a few books on these topics as they shape the next few decades. 

Futureproof - Kevin Rose
AI2041 - Kai-Fu Lee
The Second Machine Age - Erik Brynjolfsson

#UBI #LifelongLearning #AIforGood #AiForBusiness #TechnicalUnemployment"
11024,"Learn the 2 steps your organization to take to avoid having an unmanageable competency framework.
#CompetencyAssessment #CompetencyModel #Skillsgap
https://t.co/e9r0gNe8JK
.
.
. #skillgaps #lifelonglearning #cultureoflearning https://t.co/qlNS2suUgj"
11025,Intermediate #PC #Computers @isd742 Adult Enrichment starts Monday! There's still time to sign up! https://t.co/5yh5NgBI9r #technology #lifelonglearning https://t.co/55YoRH8dsE
11026,Thank you for the opporutunity for taking part in the #WIDAeConference.  #TeamUCPS #lifelonglearning
11027,Most online courses are a waste of your time—here’s how you find the worthy ones | by @evti https://t.co/sEHipenpet #assnchat #profdev #lifelonglearning https://t.co/PEmyPx37m2
11028,"Fall workshops abound - there are several opportunities to join me in the next month! Find out more at https://t.co/TLRTUtQ860!

#ExploreCreateInspire #Photography #PhotoWorkshops #Lifelonglearning #ThursdayMotivation https://t.co/aMRVFLu5cC"
11029,🎉Happy AHP day!🎉@bthft_ahps Don’t forget AHP’s can access up to £1000 funding to support ongoing Continuing Professional Development! Email: CPDApprovals@bthft.nhs.uk for more information!! #AHPs #CPD #lifelonglearning #AlliedHealthProfessionsDay
11030,Brilliant webinar organized by @COBISorg on #howneoroscience &amp; #technology are promoting #lifelonglearning  at #internationalschools @HIS_Moldova @HeritagePrimary @EducationHis @MetacognitionU https://t.co/DB7vtAZsTa
11031,"What a SUPER feature about our Outreach Coordinator, Imelda Hanratty, in today's @TheEchoOnline! Well deserved too, given Imelda's decades of dedication to the #Tallaght #community and to An Cosán😀  #LifelongLearning #U3A #CommunityEducation #EmpowermentThroughEducation https://t.co/KIvdjpnutH"
11032,#seniorliving #lifelonglearning #purpose #agingwell  https://t.co/X915v14gAw
11033,"If you are attending the 6th Annual AU LREC Symposium, you’re in for a HUGE surprise! We will have a major announcement during the symposium that you don’t want to miss! STAY TUNED! 
#GreatPowerofCulture #AULREC #AFCLCGlobalClassroom #LifelongLearning #Culture #Language https://t.co/sdz937tP7w"
11034,Continued professional growth will help educators adapt and embrace change as part of the learning process #lifelonglearning #MBU373
11035,"Y’all miss me yet?!
•
•
•
•
#DrMcGuire #DeanOfStudents #iEducate #BlackMaleEducators #TeachOneReachOne #EdEquity #SchoolLeadership #WhateverItTakes #Education #Edu #LifeLongLearning #Classroom #Teaching #RestorativePractices #SEL #StudentVoice #StudentCentered https://t.co/HpqvSGaudo"
11036,"I recently shared some thoughts about creating an open, #lifelonglearning #strategy with @IIBASA. You can see the recording here: https://t.co/UPitn7CqiR

#designthinking #innovation #biomimicry https://t.co/aRhDFwTAhY"
11037,"Last few spaces remaining - REGISTER YOUR INTEREST NOW ⬇
https://t.co/08nV9eI4vf

@wandbc 
#adultlearning #wbcllearning #wandsworthcouncil #onlinelearning #resolvingconflict #managingconflict #lifelonglearning https://t.co/y9KDqgtNba"
11038,Today we welcome AP Science Teachers from more than 50 high schools to Mass Insight’s virtual 2-Day Workshop! #professionaldevelopment #lifelonglearning @MASchoolsK12
11039,"Learning to say “I don’t know” and “I am sorry” is one of the most valuable lessons for our medical learners. 

#LifeLongLearning https://t.co/tR5jVXqzfu"
11040,"Don't let rift between you people trickles into next generation. Society is already fragmented too much, don't fragment it further

#LifeLessons 
#lifelonglearning 
#quotesaboutlife"
11041,We’re delighted to be collaborating with @Accenture_irl &amp; @SOLASFET in bridging the #digitaldivide! Find out how we’re working together for #DigitalInclusion by joining our #LeaveNoOneBehind webinar &gt;&gt; https://t.co/mKvHtg0UlI @DeptofFHed #adultliteracyforlife #LifelongLearning
11042,@ASBOIntl #KeynoteSpeaker #ASBOACE21 #lifelonglearning https://t.co/19ZHMtWbsJ
11043,"Improve Your #LifelongLearning
https://t.co/IWnUNda0Sx
@InsightAssess 
#CriticalThinking"
11044,"Former First Lady Eleanor Roosevelt believed in educating the youth as active members of their communities 🏘. 

#GoorooClubs #OnlineLearning #LifelongLearning #AfterSchool #Extracurricular #EleanorRoosevelt #FormerFirstLady #Education #Clubs #ProjectBasedLearning https://t.co/2wRO0v1hcX"
11045,"At @IBM we are committed to supporting everyone, no matter their background or education, with the skills needed for a sustainable future, for free.  Why not check out what you could learn? #Skills2030 #lifelonglearning https://t.co/ec0zyNAO4f https://t.co/HoRkeTDdjm"
11046,"After a year and a half of lessons, the last lesson of the Coopermanager 4.0 training course on #cooperative management took place this morning- We studied how to manage budgets, human resources, innovation and change. Thanks @isfidprisma and @LegacoopVeneto #lifelonglearning https://t.co/zsw2N0AbZs"
11047,"The future of education. 

What will it look like?
What will it achieve? 
How will it impact society? 

Find out in an upcoming @Clubhouse event featuring our very own @PhnamBagley. 🤩

#education #futureofeducation #EducationForAll #lifelonglearning https://t.co/XeNBpANR4s"
11048,@poetweatherford Thank you for sharing this.  I only yesterday learned about Alma Thomas.  I am looking forward to getting to know the others. #lifelonglearning #RepresentationMatters
11049,Multi-generational workforces offer diversity in experience and perspective. I believe we are never done learning and that the #FutureofWork will be inclusive of individuals of all ages. https://t.co/tpcTeC6Shf #Reskill #LifelongLearning
11050,"#lifelonglearning
🚀#ALERT, You really see with your knowledge as you fight your #biases
https://t.co/fwiipHI38f
https://t.co/l5XhYDCMSo
https://t.co/AKb7eARJPw
https://t.co/8EH1IdPNIA
https://t.co/hZzt73aCk2
https://t.co/0WKqkOlw4A
https://t.co/qfsRV5S8IY
https://t.co/0U6jbLBJbj https://t.co/4SqBe1eGCD"
11051,"@NHSGGCOTS let your colleague @jessgarveyOT #inspire you on #AHPsDayScot 
Jess successfully gained funding to undertake an MSC module in Supporting Anticipatory Care in Long Term Condition Care #celebrate #lifelonglearning"
11052,"Behind the scenes of this year's AU LREC symposium with AFCLC's Director Howard Ward and Outreach Specialist Mikala McCurry. Send us your #SymposiumSelfie and show us how you #AULREC!
#GreatPowerofCulture #AFCLCGlobalClassroom #LifelongLearning #Culture #Language https://t.co/FEOrp3F05h"
11053,"Something that took me a few years to be comfortable acknowledging and expressing, but we do have an obligation to model that it's ok if you don't have all the answers...(🤔it's actually a strength not a weakness).

https://t.co/oqNSFPkUxL
#lifelonglearning https://t.co/vCzeBZI6G0"
11054,Non si può insegnare sanscrito senza lavagna #unitreedu #sanscrito #lingua #corsobase #formazione #lifelonglearning @unitreedu.corsionline https://t.co/fF8ljW74wp
11055,"Given the increasing #automation of jobs, #LifelongLearning must become the norm, stresses  Andreas Schaal (@schaal_andreas), Director of @OECDglobal Relations, at today's #StateofEU #ConnectedEurope session. https://t.co/lmtLZBq4Ts"
11056,"#lifelonglearning
🚀#ALERT, You really see with your knowledge as you fight your #biases
https://t.co/XNKpoF4tnn
https://t.co/1dTEb9qPPU
https://t.co/kJ4f2KQBno
https://t.co/vFV25Pk6fx
https://t.co/DF9BIEmzfk
https://t.co/BYvnNSuBVA
https://t.co/jEVP9j4iW4
https://t.co/wPTlsvRH4G https://t.co/oCxVYDQ9i8"
11057,"There are many wonderful programs that offer phone-accessible activities to older adults! Have a look at some dial-in events offered by @FrontPorchCS and @familyeldercare. https://t.co/xILwlKi13X

#phoneactivities #senioractivities #stayconnected #lifelonglearning #activeaging https://t.co/xEoFZK7YAp"
11058,@NBPSRoosevelt bringing teachable moments into community spaces!! #familyandcommunityengagement #face #lifelonglearning #shiderisms #allin4nb https://t.co/dQ0OJJly4X
11059,@NBPSRoosevelt bringing teachable moments into community spaces!! #familyandcommunityengagement #face #lifelonglearning #shiderisms #allin4nb https://t.co/RyRzh344vb
11060,"Our fifth episode of Coffee Talk is coming soon!

In this new episode, @figueiredo_aa joins us to share his knowledge about Blockchain. 

Don't miss it!

#CertiProf #CoffeeTalk #CoffeeTalkByCertiProf #LifelongLearning #LifelongLearner #BuldingCommunity #Interview  #Blockchain"
11061,Enjoyed the Advanced Storytelling webinar hosted by #CIMevents and @UKBodytalk today. Engaging and useful! #lifelonglearning #copywriting #marketing
11062,"5 Fragen an: Lesen Sie, wie sich zwei Absolventinnen des CAS ETH in #NaturgefahrenRisikomanagement inspirieren lassen.
https://t.co/2L5WIQ8P7c
#inspiredbythebest #lifelonglearning #Weiterbildung #Herzblut https://t.co/vUwRwS4Ocf"
11063,"📆Fecha: 23 de octubre
💻Vía: ZOOM
💰Actividad gratuita – Cupos limitados  📞Contacto: coordinacionmedicina@udd.cl
📧Más Info: https://t.co/zAeSv2NMmw
#LifelongLearning   #FacultaddeMedicinaUDD #WebinarUDD
@udd_cl
@udd_fm https://t.co/smMWUw8QDz"
11064,"Grab a snack and get ready for Day 2 of the Sixth Annual AU LREC Virtual Symposium! Your host, AFCLC Director Mr. Howard Ward, is waiting in the wings to kick off the morning session in a few moments! #GreatPowerofCulture #AULREC #AFCLCGlobalClassroom #LifelongLearning https://t.co/zZsu5ceyIu"
11065,"When reading my quotes focus your attention beyond the words to the ""why's"" within them. If there's a link with the quote consider reading the associated article. 

https://t.co/GNjnH5w5jJ 

.
#lifelonglearning 
#growth #payattention 
#motivation #awareness 
#TheTwinPowers #Quote https://t.co/fohc48hpZK"
11066,"Understand your own interests, values, needs, and abilities and help you use work to express yourself and share your interests and talents. “Listen to Your Heart, and Success Will Follow” https://t.co/ae4hvoK9Va #lifelonglearning #WCPSS #success https://t.co/AUt4PTQOTq"
11067,"Check out the latest issue of @Elmmagazine. This publication is open access and includes both insightful journalism and valuable research.

#AdultLearning #LifelongLearning https://t.co/qTAsReg8x4"
11068,"Don’t miss out, register now https://t.co/j7VvLbxCWE 
#multotec #knowledgeisprofit #lifelonglearning https://t.co/5FCAp0iDaJ"
11069,"📸 Jessica and Zelda ready for their Basic Life Support training! 🩺

#RichmondTrainingAcademy #Learners #Apprenticeships #Apprentices #HealthandSocialCareTraining #FunctionalSkills #LearningSkills #LearningProviders #EducationandTraining #SkillsandEmployment #LifeLongLearning https://t.co/Rz3CJani9d"
11070,Congratulations to Ndeye from #Senegal 🎉 🎉 🎉 Education has no limits for those with a learning spirit like Ndeye. Read her story here ➡️ https://t.co/NhiKPsPQ6d #LifelongLearning #SDG4 https://t.co/oS4UrBbXPm
11071,"If you want another positive way to improve your life,
then learn something new every day!!!

#lovelearning #lifelonglearning #learningcommunities #learningadventures https://t.co/Q7GPzJ3eio"
11072,"#LifeLongLearning wird besonders in Zeiten der Digitalisierung immer wichtiger. Die Fortbildung zum Digital Couch #politischeBildung der Karl-Arnold-Stiftung e.V und der Landeszentrale für politische Bildung soll dabei helfen 👉 https://t.co/I7ij3o0Si4

#AgendaErwachsenenbildung"
11073,"🔴[LIVE] It is time for the second part of the workshop, including a round table with all the speakers! Join the conversation to learn more about Advanced Manufacturing! 

#EURegionsWeek #lifelonglearning #Skillsecosystems https://t.co/auiYMjPIjx"
11074,"""The illiterate of the #21st #Century  will not be those who cannot read and write, but those who cannot #Learn , #Unlearn, and #Relearn.""  

#thursdayvibes 
#thursdaymorning 
#lifelonglearning https://t.co/ISRXvxgMs3"
11075,"🔴[LIVE] Interesting insights from Unai Ziarsolo when talking about the challenges of Industry the in Advanced Manufacturing sector: '#lifelonglearning is even more important than before, we need to #upskill and #reskill workers'

#EURegionsWeek #lifelonglearning #EXAM4point0 https://t.co/A6AusTq7K8"
11076,DAI is delighted to be delivering our Dyslexia Assessment of Need Course to @LouthMeathETB  educators this October #DyslexiaAwarenessMonth #lifelonglearning #FET #inclusion https://t.co/YNhXYdflmh
11077,"There is a billion GMAIL accounts...
so your DIGITAL MARKETING matters! 

Learn #digitalmarketing for free today with LØRN MASTERS

#podcast #lifelonglearning

Click here to listen: 
https://t.co/w7V0egICAb https://t.co/1Nc98bFG3c"
11078,Vanmorgen is @Travi_Be te gast bij @Logiville1 voor ons lerend netwerk 21st century skills. Zeer boeiende discussies met @RandstadBelgium #recrewtment @startpeople en #ASAP. Nadien kregen we demo van de #logistiek van de toekomst. #lifelonglearning https://t.co/xJIXr7bhah
11079,"According to a McKinsey &amp; Co survey, 9 out of 10 managers have a skills gap, and 87% of companies do not have the skilled #workers they will need in the future.
Do you see #acceleratedlearning #technologies, #upskilling and #lifelonglearning as necessary?
I welcome your comments https://t.co/kKkDTq393K"
11080,"🔴[LIVE] Mr. Raimund Hudak &amp; Professor Klaus-Dieter Rupp from @ResearchDHBW are presenting Learning factories, an innovative work-based learning practices: ‘Work based learning remains a central point to the EU policy agenda’

#EURegionsWeek #lifelonglearning #EXAM4point0 https://t.co/ar7RbVgVYY"
11081,"Local #learning communities are at the ♥️ of a holistic and #lifelonglearning approach. 

Together, we are committed to making the #justtransition4all a reality! 🤝

Read our @AllianceJT declaration 📢
👉 https://t.co/qgvqBablSF 

#DeliverJustTransition #JustTransition4All https://t.co/mUOJeqOS5y"
11082,"Scanwel prides itself on providing trusted solutions in vacuum, surface, and nanoscience technology, working with the customer and providing advice and on-site support where necessary. Find out more here: https://t.co/c92q2Lj8hu #lifelonglearning #physics #engingeering"
11083,"🤖 Join our workshop on Transnational cooperative learning factories and interconnected regional skills ecosystems in Advanced Manufacturing, moderated by EARLALL Director, Noelia Cantero!  

#EURegionsWeek #skillsecosystems #lifelonglearning https://t.co/xpCf97Rwpv"
11084,"🗣️ Spaces Available
➡️PDP 2 Wexford
⚽️Blended Delivery
📅 Friday 22nd October (Online)
📅 Saturday 23rd October (In person)

Book Now ➡️ https://t.co/oM31c3e4hn

#CoachEducation #Lifelonglearning https://t.co/PlT6tDvdqb"
11085,"Since starting in 2015, Parti has experimented with different forms of practice. In our latest #LSACPD, Eleanor Hill will explain the consequences of these different approaches and the practice's founding approach to work. #lifelonglearning   
RSVP here!
https://t.co/MTUj2BHk6I"
11086,#ThrowbackThursday to when we first met @TeacherToolkit back in October 2018! #lifelonglearning https://t.co/Nn0DS4bZxA
11087,"This week, Sam Instone shares a few articles on giving meaning to money, second-order thinking, breast cancer awareness, and more. Happy reading. 
https://t.co/PGnFluiGN9

#LifelongLearning #ThursdayMotivation"
11088,#thoughtoftheday (to self) You need to invest in yourself before investing in others #motivation #lifelonglearning #mentortips https://t.co/nOUftwo3Rc http://ask1angel https://t.co/a5ROwYQlPM
11089,"Did you know: 229 cities belong to the UNESCO Global Network of #LearningCities 🏙️? 

Submit your application to be part of this dynamic network &amp; to make #LifelongLearning a reality for citizens around the world 🌐. 

🗓️ Deadline: 1 NOV 2021
👉🏽 https://t.co/TJRA823mRg @UIL https://t.co/frbZ7C78M3"
11090,"#CWEU21 Now live! #ClearWriting Less jargon, less corporate bullshit #LanguageProvider #catranslations #Nordic #translation #idiomas #languages #traduccion #LanguageLearning #Swedish #Spanish #English #German #ovst #interpreting #LifelongLearning"
11091,"""It is high time to create the right to training for each worker, during all their life, which Jacques Delors was already urging 30 years ago"" Check out @socialeurope's latest article on #lifelonglearning by @FernandesSof and me @DelorsInstitute #skills #training #education https://t.co/TxqIN1WWH8"
11092,"💁‍♀️Today, we have the pleasure to follow the workshop on #lifelonglearning with Europe, organized by @pl_rlp for the #EURegionsWeek. https://t.co/hzJq3ABC1R"
11093,"Looking forward to delivering four sessions today, on two themes, for #AHPsday2021 ""Career Conversations"" and ""Reflection and Rebuild"". First sessions on CPFT Learning Academy #pride #lifelonglearning @CPFTLandOD #AmazingAHPs https://t.co/GqOhX8j47W"
11094,"📢 Call for proposals! Are you interested in guest-editing a special issue of the International Review of Education 📘? 

Submit your proposal on #ESD, citizenship education, the future of #lifelonglearning or global #governance by 5 November 2021. 

https://t.co/BRs3YNMEtV https://t.co/hKYV1nccSP"
11095,"@etfeuropa @wb6cif joining forces on Public-Private Partnerships for #Skillsdevelopment
I look forward to presenting the ETF study and hearing from the Regional Challenge Fund 
#lifelonglearning #partnershipsthatwork https://t.co/yWfSRwW6Km"
11096,"History teaches only one thing, but it's a killer - it teaches us what happened last time

#LifeLessons #lifelonglearning"
11097,"@SylviaLeatham @EITManufactur It’s consistently remarkable to me the dedication, interest and passion of teachers to give up a whole evening to further their own learning. (and listen to me!) #lifelonglearning #STEAM #MakerEd #edchatie #EITMteachers #designthinking"
11098,@TMus_Ed @ASCD @gemmafcass @nyced4equity I look forward to growing as a writer.  I just need some coaxing.  Always looking to grow and learn. #LifeLongLearning #ASCDEmergingLeaders #Writing
11099,"Comparto esta reflexión de mi amigo @umanamd . Al terminar internando y salir de la universidad, solo migramos de lugar de donde obtenemos el conocimiento. Todos los días hay algo nuevo por conocer.
#lifelonglearning https://t.co/Yj8y3OC7WZ"
11100,That's why laughing at oneself is the best thing one can do. #LifeLessons #lifelonglearning #laughoutloud https://t.co/f5kZukwmWV
11101,"In this blog, we focus on an aspect that defines the overall look and feel of eLearning, Interface Standards. It addresses the relationship between the learner and the courseware and is divided into 5 parts. #remotelearning #onlinetraing #lifelonglearning https://t.co/dYawDbJm3o https://t.co/3LF8ZtlVF6"
11102,Yes yes yes. #empower #engagement #lifelonglearning https://t.co/8uMMIynWif
11103,"Hari Kamis enaknya belajar bahasa Inggris. Uhuy.
Metode paling simpelnya sih nonton Cocomelon. Lagunya fun, easy listening, liriknya catchy, dan iramanya pelan jadi enak dihafal.
Grammarnya masih oke karena buat anak2.
#LifelongLearning 
Baa baa black sheep have you any wool?🎤🎶 https://t.co/i6lDLobgqn"
11104,This week's #Kouji class was the first Saint Maur Adult Enrichment Program cooking class of this academic year and we were thrilled to have alumni parents Carol and Severine back on campus to lead the class! #lifelonglearning https://t.co/gxcYiSDHJY
11105,"Join us for 'Rethinking Development Post-Covid' as part of the Global Learning Festival in Nov! Register via Eventbrite: https://t.co/Xt6cglnh81 
#GLOBALLEARNFEST #RMIT #lifelonglearning #development"
11106,"Toxic Relationships at work create a toxic culture. The quickest way to turn things around? Invest in your people managers. Want to learn more? Call me!
#lifelonglearning https://t.co/4rUAWWH3SX"
11107,A lot can happen in 24 Hours - IRE v QAT in the #Aviva followed by a trip to #killarney athletic AFC for a @UEFA B Licence club visit @FAICoachEd @FAIreland #lifelonglearning https://t.co/hHiDfw2UFu
11108,"@maureen_gilman #gilmaned210 I liked the podcast because it really focuses on social and emotional skills which a lot of students lack now even though the needs are super high for those skills. Technology is so accessible now, but we have to train for #lifelonglearning as tech can change so fast"
11109,#sustainableworkforcedevelopment #affordableworkforcedevelopment #workforcedevelopment #credentialing #workforcetraininganddevelopment #training #lifelonglearning #careeropportunities #team
11110,"Had a wonderful time at our annual @NDE_BMIT workshop! Won a few prizes and enjoyed @NEEconEd Auction time and presentation on inflation. Also, got to see @codePetersen!! Thanks for sharing your Eco-Bucks!! #CTE #businesseducation #lifelonglearning https://t.co/O4DDWPxuK7"
11111,"There have been a few changes to AU LREC program of events. Download a new one here before Thursday's presentations:
https://t.co/1oFRgErRJH
#GreatPowerofCulture #AULREC #AFCLCGlobalClassroom #LifelongLearning #Culture #Language https://t.co/LBKdH5ZoiG"
11112,"Check out the ARUCC @my_creds National Network Fall Newsletter!

Read about all the great things happening here: https://t.co/HD3MbqmgEr

#education #studentexperience #digitalinnovation #edutech #lifelonglearning #digitalcredentialing  #canada #highereducation #highered"
11113,"Laughing Faces Do Not Mean That There Is Absence Of Sorrow! But It Means That They Have The Ability To Deal With It.

#LiveLoveLaugh
#LiveLaughLove
#lifelonglearning
#LessonsLearned 
#lessons 
#lessonsfromthepast 
#LifeLesson 
#life
#lifequotes"
11114,Pay it forward 👇@TechUpWomen @comp_sci_durham #mentoring #womenintech #TechForGood #tech #lifelonglearning https://t.co/Gmhsg1sRCO
11115,Videos can definitely act as the best self-paced learning for your sales force. And How? Here are a few scenarios that may help. https://t.co/YWeSzT1tV6 #remotelearning #onlinetraing #lifelonglearning https://t.co/p6BW4pRSiR
11116,"Manchester Marathon 2021

Well done to all the cadets and staff who supported the work at the Manchester Marathon.

Click the link below for more ⬇ &amp; visit our Facebook page for more pictures.

https://t.co/MylO0iVej0

#GmanACFforceforgood #LifelongLearning #GoingFurther https://t.co/m2xuecAfro"
11117,A chance to learn a little something new today. #lifelonglearning https://t.co/tdePHkTb5D
11118,"""Lifelong learning is like finally being able to take all the electives you ever wanted to, and at your own pace."" SHP Senior Project Manager, David Powell, offers some advice and a three-point approach lifelong learning.

https://t.co/TOeGuAzulv

#SHP #LifelongLearning https://t.co/LfcQUw48ys"
11119,"After a hectic day @CPFT_NHS, I didn't really feel like running cubs. One of the cubs made us smile by telling us that ""dogs eat meat and are therefore carnivals"". I also learnt that a group of penguins is called a waddle. #lifelonglearning #SCOUTS https://t.co/bfm7YBaCbV"
11120,"AVP is passionate about providing #resources to our professional communities. We do blogs, webinars, papers, presentations- and now we are offering a complimentary virtual workshop for #DAM practitioners! #digitalassets #lifelonglearning 
https://t.co/ed9NlcaUTb"
11121,It’s never too late and you’re not too old #study #degree #PhD #lifelonglearning @Flinders @tarabrabazon https://t.co/JOQGGhFezl
11122,"Social Media

In Headingley we celebrated Black History Month by learning about heroes including Martin Luther King and Stormzy. We made this art based on how we could make the world a better place
#CreativeEducation #LifelongLearning #LearningDisabilities #Adventure https://t.co/quuEu4EJHt"
11123,"It was great to be back in person at the EP for an insightful (hybrid) meeting wt MEPs from @TheProgressives! 

Ome more step for further joint work to promote public investment for quality #education &amp; #lifelonglearning for all! https://t.co/Ax0F60EiuT"
11124,"Looking to stay ahead of the competition, companies today are creating #lifelonglearning programs for their employees, but they are often less effective than they could be. That’s because they don’t inspire the right kind of learning 🧐 https://t.co/3hSzkxQrSj"
11125,"In Doncaster to celebrate Black History Month we learnt about the artwork of Jean-Michel Basquiat and created our own self portraits. We also told an African folktale
#CreativeEducation #LifelongLearning #LearningDisabilities #Adventure #Blackhistorymonth https://t.co/2ZWSJqGAhv"
11126,Will you give us feedback on an idea?  #Internetofthings #DigitalLife #ContentCreation #UGC #lifelonglearning  Would you be interested in a video-sharing platform that taught you the basics of creating professional-looking videos?
11127,Spot the error? I loved presenting a lunch workshop today for my client on Proofreading. We can all get better.  (Hopefully no typos in this post!). #lifelonglearning #coach #innerleadership #writing #executivepresence https://t.co/A9H4lcyORl
11128,The post 16 advice &amp; guidence evening at @LamareHighSchoo ended with a parent of a student telling me what a great time her son had our  @GuernseyCollege computing taster session last year. He can't wait to study with us! #lifelonglearning
11129,"Qué es la filosofía long life learning, por qué es importante, y cómo ponerla en práctica 👇

https://t.co/WWaIDdCPy8 de la imprescindible @victoriamcastel 

#elearning #aprendizaje #lifelonglearning #learnability #desarrolloprofesional y #empleabilidad https://t.co/khXBj0scWD"
11130,"Are you on a learning journey? Working on a language? Learning to crochet? It's #TrainYourBrainDay! Lifelong learning can happen any day.
 #lifelonglearning #education #neverstoplearning #learning https://t.co/PK35vxYabH"
11131,"Management has come a long way, but the goal has always been to lead the organization to success! 🚀 Recount all the different management theories that have evolved through the years. Register for this free course here ➡️ https://t.co/LY0H2rGREJ #LifelongLearning https://t.co/pcu7v8T1k9"
11132,Half of All College Students Take Online Courses https://t.co/uma5lgCC4E #onlinelearning #lifelonglearning #staycurious
11133,So many post 16 options being explained at @LamareHighSchoo by @GuernseyCollege and @GGSSFC. I wish I had access to this info when I was at high school #lifelonglearning https://t.co/57cIlMn2k0
11134,@jordanbhx @travellingcoral @LibraryofBham Hmmm @FoLoB_ would love a 24/7 #staffed #stocked @LibraryofBham with #activities 4 all ages / stages #lifelonglearning #leisure @wylie_alan @mygibbo @BhamCityCouncil
11135,"I’m so thankful for Chatham County Schools and the Technology Tidbits they offer to us! Although I’m at home battling a sinus infection, I’m still able to rest while partaking in some awesome PD. The CEUs are nice too ☺️ #lifelonglearning #theheartofccs https://t.co/LhTDwvvVaL"
11136,"Inspiring inaugural #IAEM21 #ultrasound course for consultants at TUH today. Technical &amp; cognitive skills training. Thank you to our enthusiastic consultant colleagues, the models, mindray &amp; fantastic faculty @cianmcdermott @pounderexpress @RachelGilmore12 👏 #lifelonglearning https://t.co/32cjCsp0GP"
11137,We are excited that Utah State University - a thriving research university respected around the world - has selected Modern Campus as a partner for modern #LifelongLearning solutions. https://t.co/RY7D0FD4G5
11138,"Facilitators Ross Roxburgh and Ian Cullwick were in Kingston recently, delivering a custom program on governance to a small group. We can't wait to be back in the classroom for our regular programs next spring! #lifelonglearning https://t.co/3MCi8YToIx"
11139,"Mi celebrates the over 100 AP English teachers who attended our virtual 2-Day Workshop this week! Great conversations and sharing of best practices with peers, instructors, and Mi Content Directors #professionaldevelopment #lifelonglearning"
11140,"“The color of collars is so 1995. It doesn’t matter anymore what color your collar is. You’re either willing to retool, retrain and master a skill that’s currently in-demand or you’re stuck in your box.” @mikeroweworks on #lifelonglearning."
11141,"Azoulay et al. show in their study that men in their 50s are more likely to quit their day jobs and start an entrepreneurial venture than their younger counterparts. 

#newarknj #economicjustice #lifelonglearning #onlinecourse #businessmanagement https://t.co/LvU60TvQOb"
