,content
752,"'Time to reframe how we act, think and feel about ageing' @AgeAction 

I'm feeling feel pretty good about it, thank you very much,  and thrilled to support #PositiveAgeingWeek2021 

#AgeEquality
#AWorldForAllAges
@NWCI @NCCWN https://t.co/RglOmP450H"
754,"To celebrate #PositiveAgeingWeek21 with @AgeAction my PhD survey remains open until Friday next, 1 October, to coincide with the International Day of Older Persons #UNIDOP2021 #OLDERPERSONSDAY with this year’s theme of Digital Equity for All Ages. 1/2👇
https://t.co/P6O6GYzbV5"
755,"@DonnellyStephen welcomes @slaintecare support for #PositiveAgeingWeek which is #reframing how we think, feel and act about ageing and older people.
 
 https://t.co/mVmx6nQ7KR

#AgeEquality https://t.co/QxbNUHFY0p"
756,"@agefriendlydcu has curated an excellent free series for #PositiveAgeingWeek 

Please share with people who are not on social media.
If someone needs some help using Zoom try this guide https://t.co/nCFczaxPSp
#ReframingAgeing https://t.co/GzJHmcqDBH"
759,"@RadioRayRTE will be talking to Ken Wardrop
creator of the documentary film Cocooned after 4pm today.

Great to see the focus on older people during #PositiveAgeingWeek 

Time to reframe how we think, feel and act about ageing and older people

#ReframeAgeing
#AgeEquality https://t.co/S8ICBAX1lU"
761,"Today kicks off #PositiveAgeingWeek 

Check out Cocooned by Ken Wardrop on @RTEOne tonight at 9.35pm

https://t.co/bLTuuCruPu via @rte"
765,"We joined Nine til Noon Show on @highlandradio to talk about #PositiveAgeingWeek – Listen back from 1:43 https://t.co/wegF1FXDBH 
#AgeEquality
#ReframingAgeing https://t.co/NtWxKIjthr"
766,"@natpolicy will be on @radiokerry Talkabout with Deirdre Walsh at 1.30pm today to talk about reframing ageing for #PositiveAgeingWeek

https://t.co/a8y5nrfaXV

#AgeEquality
#ReframingAgeing"
772,"It is #PositiveAgeingWeek! Each year, @AgeAction highlights and celebrates the contribution older people have made and continue to make to their communities. Since 2017, over 25,000 older people have told us about their experiences to help shape Irish hospitals. https://t.co/uWA8CbiGCV"
774,"Today kicks off Positive Ageing Week 2021

Time to reframe how we act, think and feel about ageing.

Check out the activities organised to challenge ageist stereotypes 
https://t.co/MhfcagIng0

#PositiveAgeingWeek2021
#AgeEquality
#AWorldForAllAges
#ReframeAgeing https://t.co/UDmLYLSxRh"
778,"Time to reframe how we act, think and feel about ageing.

Get involved in Positive Ageing Week 2021
https://t.co/7aMeQaGXkA

#PositiveAgeingWeek2021
#AgeEquality
#AWorldForAllAges https://t.co/DfcWiGQiBC"
779,https://t.co/bqUyAljUtr
780,"Golden Oldie My Arse by Maeve Binchy explores #ageism in the workplace
Listen tonight on the eve of #PositiveAgeingWeek21 to @RTERadio1 8pm #DramaOnOne

https://t.co/Qxj4XDqySX 
#ReframingAgeing
#AgeEquality https://t.co/GLYnSSiRH0"
782,"This report from @Carolecoleman for @thisweekrte
 highlights the experience of many older people trying to deal with the rising cost of fuel.

#Budget22 has to increase and expand the #FuelAllowance to reach more people.

https://t.co/G0q4rhbYMd 
#AgeEquality https://t.co/1CtB8bQRkP"
783,"Time to reframe how we act, think and feel about ageing.

 Positive Ageing Week 2021
https://t.co/7aMeQapmt2

#PositiveAgeingWeek2021
#ReframeAgeing
#AgeEquality
#AWorldForAllAges https://t.co/NG3N1mCB7B"
784,"Time to reframe how we act, think and feel about ageing.

Get involved in Positive Ageing Week 2021
https://t.co/MhfcagZY7y

#PositiveAgeingWeek2021
#AgeEquality
#AWorldForAllAges https://t.co/RSjhxXBIhJ"
785,"@natpolicy will be on @VirginMediaNews shortly on why #Budget22  should make the #FuelAllowance available to more people and increased to 32 weeks per year to protect them from fuel poverty.

https://t.co/Ldf2lTYBan

#AgeEquality
#ClimateJustice"
792,"Increasing the rate and expanding the eligibility criteria of the Fuel Allowance is #ClimateJustice in action.
Contrary to popular belief, not all people in receipt of the State Pension receive the fuel allowance - approx. 70% don't
 #Budget22 Priorities https://t.co/MiI5u0k0lY https://t.co/fNNOvWaGJs"
794,"Help us to break free from ageism https://t.co/iZc5B6bRRO 

Get involved in #PositiveAgeingWeek21

https://t.co/GZAyNxI4xG
#ReframingAgeing
#AgeEquality
#AWorldForAllAges"
796,"Time to reframe how we act, think and feel about ageing.

Get involved in Positive Ageing Week 2021
https://t.co/7aMeQaGXkA

#PositiveAgeingWeek2021
#RecconectingCommunities #ReframingAgeing
#AgeEquality
#AWorldForAllAges https://t.co/ZqRaDDuz5A"
797,"another great event happening during #PositiveAgeingWeek from @publichealthie  to help us reframe how we think, feel and act about ageing and older people.

Check out more activities here https://t.co/FDADqGrGV3

#ReframeAgeing
#AgeEquality https://t.co/eXuavtT5xr"
798,"Excellent contribution from @agefriendlydcu for #PositiveAgeingWeek

#ReframingAgeing
#AgeEquality
#DigitalInclusion https://t.co/vQUAwdzbNt"
801,"@tilda_tcd @publichealthie @artscouncil_ie @ArtsCouncilNI @Age_NI @AgeAction @Age_Opp @Agematters @ThirdAgeIreland Challenge from Covid-19, ple enquires abt Divorce is on the rise; add couch surfing for solos again. ""Love isn't something natural. Rather it requires discipline, concentration, patience, faith, and the overcoming of narcissism. It isn't a feeling, it is a practice."" Erich Fromm"
802,"Ageing Well: How to reduce your Cancer Risk Webinar

The Irish Cancer Prevention Network #ICPN are working with @AgeAction to host the webinar on Thursday 30th Sept 2021 @ 1pm. #IrishCancerResearchRegister here👉https://t.co/XHBNzcLNth https://t.co/juHZNU6asT"
803,"Our #Budget22 priorities address current inequalities experienced by older people but also lay the foundations for equality for all as we age.

https://t.co/KrPdeOjw36
#AgeEquality https://t.co/8FseMwSdOf"
804,@AgeAction @innocentIreland Going to try my best at some bobble hats 👍
807,"Time to reframe how we act, think and feel about ageing.

Get involved in Positive Ageing Week 2021 and help your community to reconnect.
https://t.co/7aMeQaGXkA

#PositiveAgeingWeek2021
#RecconectingCommunitiesReframingAgeing
#AgeEquality
#AWorldForAllAges https://t.co/W95260B82N"
811,"Our Lived Experience Survey shows that older people want greater #participation and #ageism to be addressed.
We have called for the appointment of a Commissioner for Ageing and Older Persons.
Read our #Budget22 Priorities https://t.co/MiI5u0k0lY
#AgeEquality
#AWorldForAllAges https://t.co/T0HoOCcVAn"
816,"@XxLuDoXx @innocentIreland What are you going to knit?
#BigKnit"
817,"@innocentIreland  @AgeAction 
Ready to get my knit on thank you for the kit ! https://t.co/7YRmew24u9"
819,"Do you want to get involved in Positive Ageing Week 2021?
You can organise an activity or join one. Check out the list so far https://t.co/k4Ozv8YsZl https://t.co/6Tk2IT9zCe"
820,@BreakthroCancer @IrishCancerSoc @AgeAction @MarieKeating @hseNCCP @ISFcharity As a Cancer Immunotherapy Coordinator (Dendritic Cell Therapy) I'M IN.
822,"#PositiveAgeing in action!

#AgeEquality
#AWorldForAllAges https://t.co/3FVeM4Y1Zj"
823,"Our Lived Experience Survey shows that older people want greater #participation and #ageism to be addressed.
We have called for the appointment of a Commissioner for Ageing and Older Persons.

#AgeEquality
#AWorldForAllAges
#Budget22 https://t.co/WGOWlOpAww"
824,"Do you want to get involved in Positive Ageing Week 2021?
You can organise an activity or join one. Check out the list so far https://t.co/k4Ozv9g4nV https://t.co/aMhjvHgutt"
826,"Time to reframe how we act, think and feel about ageing.

Get involved in Positive Ageing Week 2021
https://t.co/7aMeQaGXkA

#PositiveAgeingWeek2021
#AgeEquality
#AWorldForAllAges"
828,"We know from @CSOIreland 2016 that approx. 27% of people aged 45-49 were NOT homeowners.

20% approx. people aged 55-59 were NOT homeowners.

We have to take a life course approach to housing policy to prevent deep inequalities for all of us as we age.
#AgeEquality
#Liveline https://t.co/0H5nEgrskZ"
829,"Really important discussion on @rteliveline about the difficulties facing people aged 50+ affording to pay their rent or accessing a mortgage.
What will happen when they stop working and have to pay rent while relying on the State Pension?
https://t.co/CsR3edLbUT https://t.co/jTgBUutX4U"
832,@BelfastSchArt @BelfastMetSU @QUBSU @AgeAction @FlaxStudios @JoinHerNetwork @DiverseNi  @MigrantRightsIr @AnakaCollective
833,"Great timing for #PositiveAgeingWeek21 @publichealthie 

#AgeEquality
#AWorldForAllAges https://t.co/3FVeM5fCQR"
834,"Our Lived Experience Survey shows that older people want greater #participation and #ageism to be addressed.
We have called for the appointment of a Commissioner for Ageing and Older Persons.

#AgeEquality
#AWorldForAllAges
#Budget22 https://t.co/jUbl1qq6hw"
835,"Our #Budget22 priorities address current inequalities experienced by older people but also lay the foundations for equality for all as we age.

https://t.co/CsR3edLbUT
#AgeEquality https://t.co/bSyGYJBN56"
836,"Increasing the rate and expanding the eligibility criteria of the Fuel Allowance is #ClimateJustice in action.

Contrary to popular belief, not all people in receipt of the State Pension receive the fuel allowance - approx. 70% don't

#Budget22
#AgeEquality https://t.co/aFfBDolACx"
837,"Help us to break free from ageism https://t.co/iZc5B6tsJm 

Get involved in #PositiveAgeingWeek21

https://t.co/GZAyNxZFpe
#AgeEquality
#AWorldForAllAges"
840,"@natpolicy will be talking to @JoeFinneganShow shortly on why and how #Budget22 can address inequalities experienced by older people
#AgeEquality https://t.co/FrRcvyA6HP"
842,"#Budget22 is an opportunity to address inequalities that people of all ages experience in our society. 

#AgeEquality
https://t.co/4hmZ5OmC1O"
843,"It's divisive, inappropriate &amp; ageist to pose this question. Some young people need more help than other young people, likewise with older people Why bring age into the equation? People in need are people in need irrespective of age, colour, gender etc
@AgeAction @activeirl https://t.co/j0pncGVwJs"
844,"Wide-ranging conversation about how we view ageing in Ireland w/ Paddy Connolly of @ageaction 

#PositiveAgeingWeek
 https://t.co/Vm6Qf0FFG3"
846,"Our proposals for #Budget 2022 are designed to  address the immediate needs of older people next year, but also to lay the foundations for
sustainably ensuring equality of outcomes for all older people in the coming decade and beyond.
#AgeEquality

https://t.co/CsR3edLbUT https://t.co/s96XoT8D6Q"
847,"Time to reframe how we act, think and feel about ageing.

Get involved in Positive Ageing Week 2021
https://t.co/MhfcagZY7y

#PositiveAgeingWeek2021
#AgeEquality
#AWorldForAllAges https://t.co/7pMfXvz8kd"
850,"@Health_HIV2030 @CareChampions2 @SarahNiRoibin @AgeAction @schither @MaryButlerTD @Dr__Jude @NursingHomesIre @SageAdvocacy @Age_Opp @women4election Me too. Missed 12 mths of personal contact with father in care. But yet despite that, I think the mismanagement of care homes and unnecessary deaths are what drove the narrative here in ireland and UK. But I'll never support disclosure of ones medical status."
852,"@Health_HIV2030 @CareChampions2 @SarahNiRoibin @AgeAction @schither @MaryButlerTD @Dr__Jude @NursingHomesIre @SageAdvocacy @Age_Opp @women4election Hypocrite much Breda??? Surely by your comment on my post, I thought you'd defend a decision like that in the interest of public health. Just to clarify, I thinks it's appalling that people in care homes weren't allowed visitors even on their death beds. Disgraceful https://t.co/2KcZG2qEOE"
853,"What a great idea @limklibraries 

Thank you for your contribution to #PositiveAgeingWeek

If you know someone who might need some help using Apps get a free How To Guide from our Getting Started Kit https://t.co/egKoXerrDN

#ReconnectingCommunities #ReframeAgeing
#AgeEquality https://t.co/U6mijC1N0J"
855,"Covid pandemic has disproportionately affected older people, says @CMOIreland  https://t.co/tGtyTlp58f via @IrishTimes
#AgeEquality 
#ReconnectingCommunities"
857,"@CMOIreland advice to older people on getting back to activities while managing the risks associated with #COVID19 

#ReconnectingCommunities https://t.co/1GjDX1v1WS"
859,"@MsCarolineAllen writes about #PositiveAgeingWeek21 which celebrates the contribution of older people https://t.co/B32pv4STlw #agriland 
#AgeEquality"
860,"We spoke to @Carolecoleman on @thisweekrte about the inequalities experienced by older people and why #Budget22 has to increase the State Pension
Listen back
https://t.co/gJZXOtdYB2 
#AgeEquality
#FairAndFlexiblePensionsForAll https://t.co/KE1iUaP1Tl"
861,@SVP_Ireland @SocialJusticeI @TomClonan @AgeAction @InclusionIre https://t.co/B7BwgLO91V
862,"Listen back to @natpolicy on @drivetimerte
 discuss why an increase in the State Pension in #Budget22 is necessary to address inequalities experienced by older people.

#AgeEquality
#FairAndFlexiblePensionsForAll

https://t.co/f3nrI4QZkO https://t.co/EIppeVI2pr"
864,"Advantage and disadvantage can build up over the course of our lives which influences our experience of older age. 

#AgeEquality
#FairAndFlexiblePensionsForAll
#Budget2022
https://t.co/lByIPE8KPx"
869,"We've called for an increase in the State Pension, a study on the Cost of Ageing to inform evidence based policy, creation of a Communications Allowance to support #DigitalInclusion, resource https://t.co/CsR3ee2Njt https://t.co/ddlU6FLyOG"
870,"@natpolicy will be on @drivetimerte later to talk about how #Budget2022 should and can address inequalities experienced by many older people.

#AgeEquality https://t.co/OKZIiBtF2q"
872,"There are additional costs associated with ill health or disability, which unfortunately affects one in three all older people.
The risk-of-poverty indicators do not take account of this.
We are calling for Government to commission a Cost of Ageing study https://t.co/CsR3ee2Njt"
873,"The impact is that one in ten older people (10.5%) is at risk of poverty and one in nine (11.2%) suffers material deprivation.

Our Lived Experience Survey shows some older people are struggling to maintain their homes and pay their bills.
#AgeEquality https://t.co/juEmtDJLfc"
874,"The Pension of €248.30 (in January 2019) now has the purchasing power of €238.06 – in other words, an effective cut of over €10 in the purchasing power of the State Pension.
https://t.co/P7IIMnCD74"
875,"@dlrcc @dlrSportsTeam @age_cycling @TheBikeHub_ie When might the #wheelchair #accessibility bikes join the fleet?  Wasn't there budget agreed?
@AgeAction @DisabilityFed https://t.co/7NrMbbSH7x"
877,"In our Pre Budget Submission we set out why a pension increase is needed in #Budget2022

https://t.co/CsR3ee2Njt

#AgeEquality https://t.co/OSzLlBR8uR"
878,"89,000 people aged 65+ can't afford to put meat or fish on the table every second day.

29,500 people aged 65+ go without home heating at times.

Is #Budget2022 going to leave them get on with it again?

https://t.co/P7IIMnCD74 
#AgeEquality"
879,I hope this government remembers that the old have the highest rate of voting… @AgeAction
880,The @AgeAction budget analysis and proposals are here: https://t.co/w7nWHDupBq
881,Why pit pensioners against adults with disabilities or who can’t find work? There's deprivation across all households dependent on welfare incomes. All need an increase. @AgeAction has shown the State Pension has fallen to €43.84 below 34% earnings. https://t.co/zoLD3grQya
882,"Clear case of coercive control of v vulnerable man. Why was this allowed? Gardai should have been called imo. Should have been protected fr antivaxxer. #ElderAbuse @_IHREC @DonnellyStephen @HMcEntee @cmo @HSELive @IrishPatients @AgeAction
@RTE_PrimeTime @TonightVMTV https://t.co/GPaLaIdBX1"
883,"Time to reframe how we act, think and feel about ageing.

Get involved in Positive Ageing Week 2021 and help your community to reconnect.
https://t.co/MhfcagZY7y

#PositiveAgeingWeek2021
#AgeEquality
#AWorldForAllAges https://t.co/I5ZDGDZ1sL"
884,"Time to reframe how we act, think and feel about ageing.

Get involved in Positive Ageing Week 2021 and help your community to reconnect.
https://t.co/MhfcagZY7y

#PositiveAgeingWeek2021
#AgeEquality
#AWorldForAllAges https://t.co/7U1diuQlpP"
885,@SueKirk @NCBI_sightloss Try @AgeAction or SVdeP
886,"Time to reconnect communities.

Time to reframe how we act, think and feel about ageing.

Get involved in Positive Ageing Week 2021
https://t.co/MhfcagIng0

#PositiveAgeingWeek2021
#AgeEquality
#AWorldForAllAges https://t.co/cZQQwG4Ebn"
887,"Time to reframe how we act, think and feel about ageing.

Get involved in Positive Ageing Week 2021
https://t.co/FDADqGJijD

#PositiveAgeingWeek2021
#AgeEquality
#AWorldForAllAges https://t.co/dJBHNLqIy8"
888,"Positive Ageing Week 2021 

Time to reframe how we act, think and feel about older people and ageing.

Find out more https://t.co/FDADqGJijD https://t.co/YDVwTYQsUL"
889,"@roisiningle is right: Older people deserve a standing ovation for making it through the pandemic https://t.co/1IiUY18qG4 

We need to rethink how we act, think and feel about older people and ageing. Join us for https://t.co/FDADqGJijD
#AgeEquality
#AWorldForAllAges
#PAW2021"
891,"The #ICPN (Irish Cancer Prevention Network) are working with @AgeAction to host a webinar ‘Ageing Well: How to reduce your Cancer Risk’ on Thursday Sept. 30th @ 1pm. Join us by registering here: https://t.co/DZCqcv4RCS

#cancerprevention #webinar #ageingwell https://t.co/WTGqLIzlYA"
893,https://t.co/J7HuEAnnSH
894,https://t.co/ZsJCXkn17t
895,"Budget 2022 has to to counter the growing inequality experienced by older people.

Read our Budget 2022 Submission which reflects the findings of our Lived Experience survey

https://t.co/5BswE0estJ
#AgeEquality https://t.co/DNnSRj9Ads"
897,"Join @hseNCCP Ageing Well webinar during #PositiveAgeingWeek to talk about how to reduce your risk of cancer.

It is free.
Please share with people you know who might be interested but aren't on this platform!

#AgeEquality https://t.co/Ofw7O6wJT3"
903,"Listen back to @natpolicy on equality and social justice issues that should inform the #pensions debate

https://t.co/C6MKV8zgPW via @newstalkfm 
#FairAndFlexiblePensionsForAll
#AgeEquality"
905,"@natpolicy up next on @NTBreakfast to highlight #equality and #socialjustice issues that need to be reflected in #pensions debate 
Many people in retirement struggle to make ends meet.
https://t.co/IUVQ43x2SW https://t.co/WsN5HFgudJ"
906,"@natpolicy up next on @NTBreakfast to highlight #equality and #socialjustice issues that need to be reflected in #pensions debate

https://t.co/XniG8BE3t5 via @ammowalsh 

#AgeEquality
#FairAndFlexiblePensionsForAll #STOP67"
909,"Great contribution by @hseNCCP to #PositiveAgeingWeek

More than half of respondents (54%) to our Lived Experience survey had non-COVID medical appointments cancelled or postponed.
https://t.co/IUVQ43x2SW

#AgeEquality https://t.co/Ofw7O6wJT3"
912,"Why the pension age is an issue of equality and social justice - @natpolicy will be on @LMFMRADIO shortly to explain.

#STOP67
#FairAndFlexiblePensionsForAll
#AgeEquality https://t.co/gXaZgLCQJY"
913,"Age Action calls on the Government to use Budget 2022 to counter the growing inequality experienced by older people https://t.co/5BswE0estJ

#AgeEquality
#AWorldForAllAges https://t.co/Kwr8FsWPBH"
921,@AgeAction @InclusionIre @_IHREC @ronancollins7 @Age_Matters https://t.co/yeYjTUX8Pc
922,@InsuranceRefIre @cmclarke76 @MaryButlerTD @andreagilligan @LunchtimeLiveNT @KianGriffin @TheHarryMcC @AgeAction @SeanFlemingTD @LeoVaradkar @PearseDoherty @RobertTroyTD @_IHREC The Irish pricing actuaries @ActuariesIE are trained using the British exam system of @actuarynews &amp; UK has a huge #pricewalking problem. Maybe Ireland should adopt an EU training system for actuaries as we don't hear about price walking going on over there as much if at all!
923,@InsuranceRefIre @cmclarke76 @MaryButlerTD @andreagilligan @LunchtimeLiveNT @KianGriffin @TheHarryMcC @AgeAction @SeanFlemingTD @LeoVaradkar @PearseDoherty @RobertTroyTD What does @_IHREC think about this- isn't it indirect age discrimination? #pricewalking #dualpricing #loyaltypremium
924,"Proposals to raise the pension age to 68 are futile while most workers face mandatory retirement at 65 |  https://t.co/4705DbBlTv 
#FairAndFlexiblePensionsForAll
#AgeEquality"
929,@AgeAction a timely warning. https://t.co/2jTruXHxI5
933,@ElaineGrehan @MaryButlerTD @ThirdAgeIreland @AgeAction @ALONE_IRELAND @activeirl @SageAdvocacy We will have 2nd committee meeting then decide 👍🏽
940,@MaryButlerTD @ThirdAgeIreland @AgeAction @ALONE_IRELAND @activeirl @SageAdvocacy @MaryButlerTD Delighted Minister you have told so many families that there can be no inquiry  into deaths in nursing homes until 'pandemic is over' so when does it start?
941,"We look forward to resuming our in person digital literacy classes - Getting Started - and in person consultations with older people to inform public policy design and implementation and #PositiveAgeingWeek activities.

#AgeEquality
#AWorldForAllAges https://t.co/2DSlZZmThZ"
947,"@VickiMahony @astaines @AgeAction Also, our U12s cannot take personal responsibility, we have to mind them."
951,"@AgeAction CEO Paddy Connelly challenging embedded thoughts about older people being frail &amp; the fact they were generally disappeared during the pandemic. Absolutely fascinating talk. 
#SocialDemocratsSummerSchool 
#LeadingTheWay"
957,@PadraigRice Benches are practical aids to help those w mobility issues to enjoy their local park environment. They should be respected as such. @AgeAction
964,"Were We All In This Together?

We will talk to @SocDems Summer School about the #equality and #rights impacts of #COVID19 response measures. 

You can register via the link below 
#AgeEquality
#HumanRights 
#EveryAgeCounts 
#WorldForAllAges https://t.co/usNIzmCWc8"
965,"More than half of nursing homes inspected between Jan - June 2021 not compliant with regulations. 

Now 12 months since the publication of the Nursing Homes Expert Panel Report and little progress has been made to protect the #rights of people living in nursing homes. https://t.co/rmYPfiecjQ"
966,@AgeAction @ronancollins7 @Age_Matters https://t.co/xKGv6sWdtF
967,"@ALONE_IRELAND @AgeAction @ageni_advice
@alzheimersocirl @IrishCancerSoc @GROW_Ireland @HSELive @SimonHarrisTD Please retweet so our over 65s are aware of our service!"
970,Book of abstracts from 2020 World interRAI conference gives some indication of the scale of change in practice needed to provide effective assessment of older people in other jurisdictions @roinnslainte @HSELive @AgeAction @alzheimersocirl  https://t.co/SeUyHL2dkx
972,Using the interRAI Assessment System - helpful video from @CIHI_ICIS explains why appropriate implementation is important for older Irish people and Slaintecare @roinnslainte @HSELive @AgeAction  https://t.co/DwaPxOllWs via @YouTube
976,"HIQA needs more powers to protect our vulnerable nursing home residents  https://t.co/D4HJBZLN8d

#AgeEquality 
#Safeguarding 
#RightsMatter"
978,@CareChampions2 @AgeAction Is the methodology robust enough for the claims made? https://t.co/XiqhFLiIwA
979,"We spoke to Nine Til Noon Show on the importance of being able to age in place and how language such as 'incentivise empty nesters' shows a negative attitude towards older people. Listen back https://t.co/hLGtfs0yJJ via @Highland Radio
#AgeEquality #AgeInPlace #WorldForAllAges"
981,"@CareChampions2 @MaryButlerTD @roinnslainte @HSELive @HIQA Agree - lived experience needs to be valued, as well as the right of people to participate in the design and implementation of policies that affect them.

Also concerning is the response rate - '56% of nursing homes completing the survey'.

#ValueLivedExperience
#HumanRights"
983,"We know that safe staffing levels and skill mix is a key area of concern in nursing homes.
One year since the report of the Nursing Home Expert Panel, 2 progress reports have been published.
An area where the least progress has been made is the staff back up plan...

#AgeEquality https://t.co/yAlJ7sqlpp"
986,"We were delighted to participate in this conversation about how #ageist attitudes and language undermine people's equality and rights.
#AgeEquality
#LanguageMatters https://t.co/oPeKS1EbI0"
988,"We'll be talking to @SouthEastRadio shortly about the importance of being able to age in place and why schemes to 'incentivise' older people to right size need to be reimagined.

Listen live here https://t.co/kTF6sXydcb
#AgeingInPlace #AgeEquality"
992,"Hi all, please retweet and keep Ireland's older people aware of our service, and our volunteers busy :) @ALONE_IRELAND @AgeAction @ageni_advice @alzheimersocirl @IrishCancerSoc  @GROW_Ireland @HSELive  @MSIRELAND @ThirdAgeIreland @louthcoco @TipperaryCoCo https://t.co/O4cVGN0kg5"
1002,"@PatKennyNT @AgeAction so, rather than call out vulture funds and  politicians we should terrorise old people out of their homes?"
1003,We'll talk to @PatKennyNT shortly about article from @Philip_Ryan on 'Government considers stamp duty cut for empty nesters to encourage move out of family homes' https://t.co/IZ5DjhzBm6
1004,"@cmclarke76 will be talking to @PatKennyNT at 10.40am on the importance of community and built environment when we are older
https://t.co/V9CtHV6lRu
#AgeEquality #AgeinginPlace #HousingForAllAges"
1008,@maeveosull @nuttyprof @hrcentre_ucc @CUBSucc @BusinessAtUL @MnaUCC @AgeAction @NERI_research Congrats Maeve and co-authors 👏
1018,@maeveosull @nuttyprof @hrcentre_ucc @CUBSucc @BusinessAtUL @MnaUCC @AgeAction @NERI_research Fantastic work Maeve and co authors!
1023,"@maeveosull @nuttyprof @hrcentre_ucc @CUBSucc @BusinessAtUL @MnaUCC @AgeAction @NERI_research Congratulations Maeve, Christine and Jonathan, wonderful to see this published."
1026,"Health therefore, becomes our quest to optimise the variables of lifespan, health span and soul span: the length of your life, the quality of your mind and body and the purpose you devote that time and body to.
 https://t.co/ORe6f9EriB 
#AgeEquality #CumulativeDisadvantage"
1028,"Please share @RevenueIE information with people who may not be online.

#DigitalInclusion https://t.co/bVVdd5KzEw"
1035,"Gender inequalities persist into old age, study finds - this is cumulative disadvantage

https://t.co/pqsIwrKckm @conor_pope 
#AgeEquality"
1036,"Adequate, consistent staffing necessary for senior living and care: AMDA @LTCcovid @AgeAction @ALONE_IRELAND https://t.co/kPdQBruzVa"
1040,@roisiningle @dublincycling @DublinCityHall @dublinbusnews @DubCityCouncil @BusConnects some respect please for reasoned arguments v some #cyclelanes #onewaysystems @dlrcc @RSAIreland @NDAIreland @AgeAction Cater for #mobility needs of others. @ShaneBeattyNews @rteliveline https://t.co/KPPW1k9W8b
1041,"Telling it like it is: what older Irish people told us about their experience of #COVID19, and what Ireland should do about it @AgeAction @ALONE_IRELAND @irishgerontsoc @LTCcovid  https://t.co/4pH12hLJcW"
1046,Really important that @CareChampions2 works jointly with other advocacy groups in @agepartner - @AgeAction @ALONE_IRELAND @alzheimersocirl @ParkinsonsIre on this https://t.co/T8dlHs94hO
1047,@AgeAction @ronancollins7 @Age_Matters https://t.co/NrRFEi266d
